Blocksize,Sampling Rate,Number of Avg,Number of Channels,Coh
500.000,1000.000,1.000,2.000
waveform,[0,0],[0,1]
t0,9/5/2021  23:48:35.733530,9/5/2021  23:48:35.733530
delta t,0.001000,0.001000

time,Y[0,0],Y[0,1]
9/5/2021  23:48:35.898530,3.913692E-1,9.933715E-1
9/5/2021  23:48:35.899530,6.404259E-1,9.569807E-1
9/5/2021  23:48:35.900530,3.662886E-1,8.753343E-1
9/5/2021  23:48:35.901530,3.777421E-1,9.711388E-1
9/5/2021  23:48:35.902530,4.034846E-1,1.036493E+0
9/5/2021  23:48:35.903530,6.263196E-1,9.644328E-1
9/5/2021  23:48:35.904530,5.865474E-1,1.044555E+0
9/5/2021  23:48:35.905530,3.774877E-1,8.293006E-1
9/5/2021  23:48:35.906530,5.884839E-1,9.794999E-1
9/5/2021  23:48:35.907530,4.444103E-1,8.171309E-1
9/5/2021  23:48:35.908530,4.328457E-1,9.875570E-1
9/5/2021  23:48:35.909530,4.874923E-1,8.991305E-1
9/5/2021  23:48:35.910530,4.984963E-1,1.004588E+0
9/5/2021  23:48:35.911530,6.319735E-1,1.051333E+0
9/5/2021  23:48:35.912530,5.522438E-1,9.955821E-1
9/5/2021  23:48:35.913530,6.367678E-1,1.085412E+0
9/5/2021  23:48:35.914530,4.437854E-1,1.007268E+0
9/5/2021  23:48:35.915530,5.240955E-1,8.973051E-1
9/5/2021  23:48:35.916530,4.473595E-1,1.080733E+0
9/5/2021  23:48:35.917530,4.292765E-1,9.554987E-1
9/5/2021  23:48:35.918530,5.844627E-1,9.208246E-1
9/5/2021  23:48:35.919530,5.799006E-1,9.007878E-1
9/5/2021  23:48:35.920530,5.119183E-1,8.692902E-1
9/5/2021  23:48:35.921530,6.639528E-1,8.794938E-1
9/5/2021  23:48:35.922530,5.098460E-1,1.078496E+0
9/5/2021  23:48:35.923530,6.961692E-1,1.081934E+0
9/5/2021  23:48:35.924530,6.537664E-1,1.032593E+0
9/5/2021  23:48:35.925530,5.419957E-1,1.108002E+0
9/5/2021  23:48:35.926530,5.052345E-1,1.113064E+0
9/5/2021  23:48:35.927530,5.085468E-1,9.318335E-1
9/5/2021  23:48:35.928530,6.054653E-1,1.155400E+0
9/5/2021  23:48:35.929530,4.619079E-1,8.873584E-1
9/5/2021  23:48:35.930530,6.061865E-1,9.939519E-1
9/5/2021  23:48:35.931530,4.802058E-1,9.465325E-1
9/5/2021  23:48:35.932530,7.222847E-1,9.417037E-1
9/5/2021  23:48:35.933530,5.018085E-1,9.123846E-1
9/5/2021  23:48:35.934530,7.403553E-1,9.018697E-1
9/5/2021  23:48:35.935530,4.780099E-1,8.984339E-1
9/5/2021  23:48:35.936530,5.678247E-1,1.158210E+0
9/5/2021  23:48:35.937530,5.895015E-1,1.016617E+0
9/5/2021  23:48:35.938530,7.567908E-1,1.140918E+0
9/5/2021  23:48:35.939530,6.362293E-1,1.145371E+0
9/5/2021  23:48:35.940530,6.870400E-1,1.015031E+0
9/5/2021  23:48:35.941530,5.597477E-1,9.000048E-1
9/5/2021  23:48:35.942530,6.426958E-1,1.188127E+0
9/5/2021  23:48:35.943530,6.076463E-1,9.769977E-1
9/5/2021  23:48:35.944530,6.667266E-1,9.841904E-1
9/5/2021  23:48:35.945530,6.992814E-1,1.194213E+0
9/5/2021  23:48:35.946530,6.277473E-1,1.180673E+0
9/5/2021  23:48:35.947530,5.022680E-1,1.198864E+0
9/5/2021  23:48:35.948530,6.836018E-1,1.155382E+0
9/5/2021  23:48:35.949530,6.791607E-1,9.652306E-1
9/5/2021  23:48:35.950530,5.758745E-1,1.040368E+0
9/5/2021  23:48:35.951530,5.134769E-1,1.053805E+0
9/5/2021  23:48:35.952530,5.398888E-1,1.129376E+0
9/5/2021  23:48:35.953530,7.747627E-1,9.538166E-1
9/5/2021  23:48:35.954530,7.645714E-1,1.135946E+0
9/5/2021  23:48:35.955530,7.317202E-1,1.181100E+0
9/5/2021  23:48:35.956530,6.863336E-1,1.148943E+0
9/5/2021  23:48:35.957530,5.731426E-1,1.153070E+0
9/5/2021  23:48:35.958530,7.517001E-1,1.182503E+0
9/5/2021  23:48:35.959530,5.456711E-1,1.212753E+0
9/5/2021  23:48:35.960530,7.327279E-1,1.167083E+0
9/5/2021  23:48:35.961530,5.680272E-1,1.123675E+0
9/5/2021  23:48:35.962530,8.297823E-1,9.786773E-1
9/5/2021  23:48:35.963530,6.309212E-1,1.007562E+0
9/5/2021  23:48:35.964530,8.459831E-1,1.152969E+0
9/5/2021  23:48:35.965530,6.421425E-1,1.246682E+0
9/5/2021  23:48:35.966530,6.677492E-1,1.181266E+0
9/5/2021  23:48:35.967530,6.260973E-1,1.022644E+0
9/5/2021  23:48:35.968530,6.356859E-1,1.135264E+0
9/5/2021  23:48:35.969530,8.372121E-1,1.013722E+0
9/5/2021  23:48:35.970530,8.403317E-1,1.117280E+0
9/5/2021  23:48:35.971530,5.965806E-1,1.222357E+0
9/5/2021  23:48:35.972530,6.270927E-1,1.283011E+0
9/5/2021  23:48:35.973530,8.113263E-1,1.254773E+0
9/5/2021  23:48:35.974530,6.447632E-1,1.133607E+0
9/5/2021  23:48:35.975530,5.857076E-1,1.224775E+0
9/5/2021  23:48:35.976530,6.218044E-1,1.123961E+0
9/5/2021  23:48:35.977530,6.839377E-1,1.303299E+0
9/5/2021  23:48:35.978530,6.051787E-1,1.084105E+0
9/5/2021  23:48:35.979530,6.533984E-1,1.085753E+0
9/5/2021  23:48:35.980530,6.456771E-1,1.200505E+0
9/5/2021  23:48:35.981530,8.682429E-1,1.299100E+0
9/5/2021  23:48:35.982530,6.643381E-1,1.254237E+0
9/5/2021  23:48:35.983530,8.023157E-1,1.220331E+0
9/5/2021  23:48:35.984530,8.844018E-1,1.162906E+0
9/5/2021  23:48:35.985530,8.910535E-1,1.228482E+0
9/5/2021  23:48:35.986530,6.629030E-1,1.223078E+0
9/5/2021  23:48:35.987530,7.915440E-1,1.161735E+0
9/5/2021  23:48:35.988530,9.065998E-1,1.200240E+0
9/5/2021  23:48:35.989530,8.002705E-1,1.201952E+0
9/5/2021  23:48:35.990530,7.062963E-1,1.163049E+0
9/5/2021  23:48:35.991530,7.377964E-1,1.057896E+0
9/5/2021  23:48:35.992530,8.743019E-1,1.108808E+0
9/5/2021  23:48:35.993530,6.598204E-1,1.169627E+0
9/5/2021  23:48:35.994530,8.189685E-1,1.077026E+0
9/5/2021  23:48:35.995530,7.040535E-1,1.105461E+0
9/5/2021  23:48:35.996530,8.410628E-1,1.197941E+0
9/5/2021  23:48:35.997530,8.320572E-1,1.273792E+0
9/5/2021  23:48:35.998530,7.861667E-1,1.272876E+0
9/5/2021  23:48:35.999530,7.757433E-1,1.321197E+0
9/5/2021  23:48:36.000530,8.374591E-1,1.133305E+0
9/5/2021  23:48:36.001530,9.476416E-1,1.339176E+0
9/5/2021  23:48:36.002530,7.833237E-1,1.375560E+0
9/5/2021  23:48:36.003530,7.244138E-1,1.350983E+0
9/5/2021  23:48:36.004530,8.441652E-1,1.217834E+0
9/5/2021  23:48:36.005530,8.630386E-1,1.300718E+0
9/5/2021  23:48:36.006530,6.927334E-1,1.176778E+0
9/5/2021  23:48:36.007530,7.589076E-1,1.216345E+0
9/5/2021  23:48:36.008530,9.524408E-1,1.310060E+0
9/5/2021  23:48:36.009530,9.053722E-1,1.368765E+0
9/5/2021  23:48:36.010530,8.079053E-1,1.222117E+0
9/5/2021  23:48:36.011530,9.639906E-1,1.198422E+0
9/5/2021  23:48:36.012530,8.122575E-1,1.279960E+0
9/5/2021  23:48:36.013530,8.048895E-1,1.331843E+0
9/5/2021  23:48:36.014530,9.254238E-1,1.335595E+0
9/5/2021  23:48:36.015530,9.266440E-1,1.159423E+0
9/5/2021  23:48:36.016530,7.678614E-1,1.202352E+0
9/5/2021  23:48:36.017530,9.149386E-1,1.396861E+0
9/5/2021  23:48:36.018530,8.241531E-1,1.281763E+0
9/5/2021  23:48:36.019530,7.496105E-1,1.401645E+0
9/5/2021  23:48:36.020530,7.807129E-1,1.287748E+0
9/5/2021  23:48:36.021530,9.192389E-1,1.266864E+0
9/5/2021  23:48:36.022530,9.320780E-1,1.165383E+0
9/5/2021  23:48:36.023530,7.526486E-1,1.163934E+0
9/5/2021  23:48:36.024530,7.401157E-1,1.250668E+0
9/5/2021  23:48:36.025530,8.269418E-1,1.356256E+0
9/5/2021  23:48:36.026530,7.805697E-1,1.268452E+0
9/5/2021  23:48:36.027530,7.611158E-1,1.355646E+0
9/5/2021  23:48:36.028530,9.612390E-1,1.215463E+0
9/5/2021  23:48:36.029530,9.549602E-1,1.343491E+0
9/5/2021  23:48:36.030530,9.462189E-1,1.324902E+0
9/5/2021  23:48:36.031530,7.822369E-1,1.328239E+0
9/5/2021  23:48:36.032530,7.706303E-1,1.459930E+0
9/5/2021  23:48:36.033530,8.979473E-1,1.461474E+0
9/5/2021  23:48:36.034530,9.800927E-1,1.332700E+0
9/5/2021  23:48:36.035530,9.687059E-1,1.384177E+0
9/5/2021  23:48:36.036530,8.793580E-1,1.295850E+0
9/5/2021  23:48:36.037530,7.857098E-1,1.425123E+0
9/5/2021  23:48:36.038530,8.245854E-1,1.203365E+0
9/5/2021  23:48:36.039530,8.698805E-1,1.423387E+0
9/5/2021  23:48:36.040530,8.434489E-1,1.287543E+0
9/5/2021  23:48:36.041530,9.281038E-1,1.196644E+0
9/5/2021  23:48:36.042530,9.176581E-1,1.349182E+0
9/5/2021  23:48:36.043530,9.704794E-1,1.427311E+0
9/5/2021  23:48:36.044530,9.120141E-1,1.307619E+0
9/5/2021  23:48:36.045530,1.047482E+0,1.488301E+0
9/5/2021  23:48:36.046530,9.846696E-1,1.507715E+0
9/5/2021  23:48:36.047530,8.166986E-1,1.380314E+0
9/5/2021  23:48:36.048530,1.062705E+0,1.330413E+0
9/5/2021  23:48:36.049530,8.985401E-1,1.302576E+0
9/5/2021  23:48:36.050530,8.176125E-1,1.404007E+0
9/5/2021  23:48:36.051530,9.299365E-1,1.228749E+0
9/5/2021  23:48:36.052530,8.248744E-1,1.362802E+0
9/5/2021  23:48:36.053530,1.075924E+0,1.510047E+0
9/5/2021  23:48:36.054530,9.420939E-1,1.450129E+0
9/5/2021  23:48:36.055530,1.007984E+0,1.477384E+0
9/5/2021  23:48:36.056530,1.090115E+0,1.412578E+0
9/5/2021  23:48:36.057530,1.008975E+0,1.264429E+0
9/5/2021  23:48:36.058530,1.071402E+0,1.382313E+0
9/5/2021  23:48:36.059530,1.013618E+0,1.423409E+0
9/5/2021  23:48:36.060530,1.010173E+0,1.494323E+0
9/5/2021  23:48:36.061530,1.044219E+0,1.355503E+0
9/5/2021  23:48:36.062530,8.484408E-1,1.335550E+0
9/5/2021  23:48:36.063530,9.508254E-1,1.327908E+0
9/5/2021  23:48:36.064530,1.082643E+0,1.372709E+0
9/5/2021  23:48:36.065530,1.115279E+0,1.299147E+0
9/5/2021  23:48:36.066530,1.074973E+0,1.455675E+0
9/5/2021  23:48:36.067530,1.128464E+0,1.324808E+0
9/5/2021  23:48:36.068530,1.023933E+0,1.543407E+0
9/5/2021  23:48:36.069530,1.100269E+0,1.565274E+0
9/5/2021  23:48:36.070530,9.284323E-1,1.549081E+0
9/5/2021  23:48:36.071530,1.111431E+0,1.567542E+0
9/5/2021  23:48:36.072530,1.129830E+0,1.551531E+0
9/5/2021  23:48:36.073530,1.066780E+0,1.342970E+0
9/5/2021  23:48:36.074530,1.066230E+0,1.369733E+0
9/5/2021  23:48:36.075530,9.593248E-1,1.512801E+0
9/5/2021  23:48:36.076530,1.123544E+0,1.347327E+0
9/5/2021  23:48:36.077530,1.104260E+0,1.443233E+0
9/5/2021  23:48:36.078530,9.175197E-1,1.543820E+0
9/5/2021  23:48:36.079530,1.152658E+0,1.342153E+0
9/5/2021  23:48:36.080530,9.912794E-1,1.479661E+0
9/5/2021  23:48:36.081530,1.043910E+0,1.539186E+0
9/5/2021  23:48:36.082530,9.625605E-1,1.531808E+0
9/5/2021  23:48:36.083530,1.206487E+0,1.320987E+0
9/5/2021  23:48:36.084530,1.105251E+0,1.526779E+0
9/5/2021  23:48:36.085530,9.661766E-1,1.343825E+0
9/5/2021  23:48:36.086530,9.993909E-1,1.528083E+0
9/5/2021  23:48:36.087530,1.171541E+0,1.494997E+0
9/5/2021  23:48:36.088530,1.034198E+0,1.564758E+0
9/5/2021  23:48:36.089530,9.955500E-1,1.525280E+0
9/5/2021  23:48:36.090530,9.982596E-1,1.398094E+0
9/5/2021  23:48:36.091530,1.223036E+0,1.424145E+0
9/5/2021  23:48:36.092530,9.415555E-1,1.573292E+0
9/5/2021  23:48:36.093530,9.832024E-1,1.359522E+0
9/5/2021  23:48:36.094530,9.433932E-1,1.452911E+0
9/5/2021  23:48:36.095530,1.136746E+0,1.454212E+0
9/5/2021  23:48:36.096530,1.070918E+0,1.479100E+0
9/5/2021  23:48:36.097530,9.767137E-1,1.520606E+0
9/5/2021  23:48:36.098530,1.162259E+0,1.461353E+0
9/5/2021  23:48:36.099530,1.152700E+0,1.625735E+0
9/5/2021  23:48:36.100530,1.119051E+0,1.536773E+0
9/5/2021  23:48:36.101530,9.775683E-1,1.508402E+0
9/5/2021  23:48:36.102530,1.042332E+0,1.499614E+0
9/5/2021  23:48:36.103530,1.226304E+0,1.520431E+0
9/5/2021  23:48:36.104530,9.964960E-1,1.547080E+0
9/5/2021  23:48:36.105530,1.186053E+0,1.613758E+0
9/5/2021  23:48:36.106530,1.235463E+0,1.638266E+0
9/5/2021  23:48:36.107530,1.067064E+0,1.645293E+0
9/5/2021  23:48:36.108530,1.175602E+0,1.612918E+0
9/5/2021  23:48:36.109530,1.233682E+0,1.621430E+0
9/5/2021  23:48:36.110530,1.249628E+0,1.667123E+0
9/5/2021  23:48:36.111530,1.264779E+0,1.554095E+0
9/5/2021  23:48:36.112530,1.126036E+0,1.432681E+0
9/5/2021  23:48:36.113530,1.103154E+0,1.650186E+0
9/5/2021  23:48:36.114530,1.128229E+0,1.457102E+0
9/5/2021  23:48:36.115530,1.003135E+0,1.606271E+0
9/5/2021  23:48:36.116530,1.237911E+0,1.431031E+0
9/5/2021  23:48:36.117530,1.035754E+0,1.530494E+0
9/5/2021  23:48:36.118530,1.216940E+0,1.659962E+0
9/5/2021  23:48:36.119530,1.060966E+0,1.463416E+0
9/5/2021  23:48:36.120530,1.032242E+0,1.527283E+0
9/5/2021  23:48:36.121530,1.026235E+0,1.719850E+0
9/5/2021  23:48:36.122530,1.217923E+0,1.445298E+0
9/5/2021  23:48:36.123530,1.300844E+0,1.623327E+0
9/5/2021  23:48:36.124530,1.159070E+0,1.441284E+0
9/5/2021  23:48:36.125530,1.105281E+0,1.555434E+0
9/5/2021  23:48:36.126530,1.231651E+0,1.675296E+0
9/5/2021  23:48:36.127530,1.045244E+0,1.691425E+0
9/5/2021  23:48:36.128530,1.082873E+0,1.636774E+0
9/5/2021  23:48:36.129530,1.209409E+0,1.744422E+0
9/5/2021  23:48:36.130530,1.186262E+0,1.516694E+0
9/5/2021  23:48:36.131530,1.140392E+0,1.689785E+0
9/5/2021  23:48:36.132530,1.155891E+0,1.602201E+0
9/5/2021  23:48:36.133530,1.238481E+0,1.491653E+0
9/5/2021  23:48:36.134530,1.354352E+0,1.690529E+0
9/5/2021  23:48:36.135530,1.107234E+0,1.603584E+0
9/5/2021  23:48:36.136530,1.278404E+0,1.769169E+0
9/5/2021  23:48:36.137530,1.300513E+0,1.664922E+0
9/5/2021  23:48:36.138530,1.257169E+0,1.759138E+0
9/5/2021  23:48:36.139530,1.280205E+0,1.565131E+0
9/5/2021  23:48:36.140530,1.246849E+0,1.568186E+0
9/5/2021  23:48:36.141530,1.244118E+0,1.697662E+0
9/5/2021  23:48:36.142530,1.156526E+0,1.650811E+0
9/5/2021  23:48:36.143530,1.233331E+0,1.775282E+0
9/5/2021  23:48:36.144530,1.289435E+0,1.722068E+0
9/5/2021  23:48:36.145530,1.278446E+0,1.629104E+0
9/5/2021  23:48:36.146530,1.334009E+0,1.721895E+0
9/5/2021  23:48:36.147530,1.394006E+0,1.562478E+0
9/5/2021  23:48:36.148530,1.289116E+0,1.776893E+0
9/5/2021  23:48:36.149530,1.280610E+0,1.782322E+0
9/5/2021  23:48:36.150530,1.257829E+0,1.656477E+0
9/5/2021  23:48:36.151530,1.244031E+0,1.779318E+0
9/5/2021  23:48:36.152530,1.394181E+0,1.570251E+0
9/5/2021  23:48:36.153530,1.190597E+0,1.579131E+0
9/5/2021  23:48:36.154530,1.337101E+0,1.803423E+0
9/5/2021  23:48:36.155530,1.308425E+0,1.536345E+0
9/5/2021  23:48:36.156530,1.316252E+0,1.537153E+0
9/5/2021  23:48:36.157530,1.293701E+0,1.692999E+0
9/5/2021  23:48:36.158530,1.263641E+0,1.550921E+0
9/5/2021  23:48:36.159530,1.431498E+0,1.573692E+0
9/5/2021  23:48:36.160530,1.315906E+0,1.553329E+0
